Date,Time,Throughput (Mbps)
20240413,17:08:40,7.50570676380691
20240413,17:08:41,9.53305187068914
20240413,17:08:42,7.584133182465141
20240413,17:08:43,6.900739274784748
20240413,17:08:44,10.845591201280245
20240413,17:08:45,11.5355300366067
20240413,17:08:46,13.046512562835678
20240413,17:08:47,8.793316474880664
20240413,17:08:48,11.536774409164329
20240413,17:08:49,11.392357867151285
20240413,19:52:09,21.423529112736915
20240413,19:52:10,70.7766810680787
20240413,19:52:11,171.3010282865116
20240413,19:52:12,261.6157326068011
20240413,19:52:13,296.2262420343694
20240413,19:52:14,281.07786633172327
20240413,19:52:15,293.07122778953516
20240413,19:52:16,326.93406865026253
20240413,19:52:17,251.64082662785043
20240413,19:52:18,237.18870316879418
20240413,18:48:25,3.610385563110117
20240413,18:48:26,3.9843141651053124
20240413,18:48:27,6.176333981567479
20240413,18:48:28,7.5724063153687124
20240413,18:48:29,5.327872
20240413,18:48:30,3.1372549426744984
20240413,18:48:31,3.775630577259842
20240413,18:48:32,10.491295604363865
20240413,18:48:33,25.0737162123072
20240413,18:48:34,12.088824346520163
20240413,17:04:28,8.73808013883033
20240413,17:04:29,18.09718867500108
20240413,17:04:30,22.313216
20240413,17:04:31,22.763930710126342
20240413,17:04:32,19.22050644678581
20240413,17:04:33,12.009128159752496
20240413,17:04:34,14.211228047486449
20240413,17:04:35,11.504015522277314
20240413,17:04:36,9.83020317850262
20240413,17:04:37,10.11412748727822
20240413,18:35:13,25.466628505856
20240413,18:35:14,72.77663704748633
20240413,18:35:15,152.51579555616638
20240413,18:35:16,292.09235748649644
20240413,18:35:17,251.39046112844704
20240413,18:35:18,230.79519527315398
20240413,18:35:19,387.98894559511587
20240413,18:35:20,244.5919780169992
20240413,18:35:21,422.905344
20240413,18:35:22,385.6667258553732
20240413,19:09:52,4.84231932115221
20240413,19:09:53,5.151836736166378
20240413,19:09:54,4.942547810179023
20240413,19:09:55,5.052505161362446
20240413,19:09:56,4.667335804631678
20240413,19:09:57,5.867838989753911
20240413,19:09:58,4.612126028802176
20240413,19:09:59,2.0694045830231955
20240413,19:10:00,4.942670954447257
20240413,19:10:01,3.74236800735023
20240413,18:56:52,52.497133146843346
20240413,18:56:53,75.352854188252
20240413,18:56:54,89.81170598825022
20240413,18:56:55,130.6305598245955
20240413,18:56:56,164.47612753175207
20240413,18:56:57,136.69351198993192
20240413,18:56:58,106.60655930536655
20240413,18:56:59,113.5033678470414
20240413,18:57:00,113.48771320682177
20240413,18:57:01,120.61203358505647
20240413,19:48:01,65.96678262700182
20240413,19:48:02,96.93824619372771
20240413,19:48:03,128.3916790556536
20240413,19:48:04,140.96974645355738
20240413,19:48:05,139.7127321705953
20240413,19:48:06,99.95356550363904
20240413,19:48:07,127.59526550456917
20240413,19:48:08,127.02466703432083
20240413,19:48:09,73.4775949802974
20240413,19:48:10,29.88833691260943
20240413,17:29:55,9.21119127895274
20240413,17:29:56,26.67211268468439
20240413,17:29:57,53.7733812787629
20240413,17:29:58,47.55617570430705
20240413,17:29:59,50.900888846400456
20240413,17:30:00,48.7423025666948
20240413,17:30:01,32.66070485232463
20240413,17:30:02,39.460918688555935
20240413,17:30:03,51.059751269260175
20240413,17:30:04,37.38370771617683
20240413,19:27:24,15.39632667884235
20240413,19:27:25,36.238770159803515
20240413,19:27:26,69.96383713750569
20240413,19:27:27,117.92524503037325
20240413,19:27:28,263.5227719116777
20240413,19:27:29,359.546118671087
20240413,19:27:30,311.02063027974725
20240413,19:27:31,303.82028117333
20240413,19:27:32,185.0782192075528
20240413,19:27:33,32.65378524160162
20240413,17:21:36,5.61298531969273
20240413,17:21:37,8.436597808877526
20240413,17:21:38,6.2197127763607325
20240413,17:21:39,1.2550688722382237
20240413,17:21:40,0.04405715718733398
20240413,17:21:41,0.428721656065796
20240413,17:21:42,0.4629401295048821
20240413,17:21:43,0.4951168861896735
20240413,17:21:44,0.528619775815393
20240413,17:21:45,0.27487756328312085
20240413,18:52:41,24.597590200700512
20240413,18:52:42,53.39900592714753
20240413,18:52:43,64.02489784858298
20240413,18:52:44,64.0199637238041
20240413,18:52:45,60.07131839797495
20240413,18:52:46,62.56953540039383
20240413,18:52:47,32.8747471278339
20240413,18:52:48,59.97752653679699
20240413,18:52:49,56.67896483786952
20240413,18:52:50,66.25152087092818
20240413,18:18:23,24.99535507903634
20240413,18:18:24,66.11440982993025
20240413,18:18:25,66.36559010568807
20240413,18:18:26,67.9230763727181
20240413,18:18:27,89.38048266197734
20240413,18:18:28,142.59244499870093
20240413,18:18:29,93.37179399790195
20240413,18:18:30,80.2579021655251
20240413,18:18:31,111.86330146228353
20240413,18:18:32,99.1214394395045
20240413,18:01:45,71.57564415544758
20240413,18:01:46,119.9407901426643
20240413,18:01:47,134.1303222327628
20240413,18:01:48,108.98203495732415
20240413,18:01:49,94.404859022183
20240413,18:01:50,121.47301274858191
20240413,18:01:51,62.276703029905214
20240413,18:01:52,107.83610227369877
20240413,18:01:53,93.5339528581378
20240413,18:01:54,52.4750328521882
20240413,17:33:52,12.887751613467486
20240413,17:33:53,22.033080716498098
20240413,17:33:54,31.347173142557583
20240413,17:33:55,29.062834957154248
20240413,17:33:56,43.51092573563367
20240413,17:33:57,38.78180350226656
20240413,17:33:58,45.37506795520344
20240413,17:33:59,27.658844029038722
20240413,17:34:00,29.723102351449082
20240413,17:34:01,9.233302577680758
20240413,19:31:28,55.470943259837334
20240413,19:31:29,73.0278032697738
20240413,19:31:30,81.4693145052826
20240413,19:31:31,88.75794839242273
20240413,19:31:32,77.7719881927447
20240413,19:31:33,65.61030916026324
20240413,19:31:34,101.5206871058826
20240413,19:31:35,122.37606000108696
20240413,19:31:36,119.85258939260231
20240413,19:31:37,153.2082664329329
20240413,18:14:16,20.93277921126966
20240413,18:14:17,69.72425641104644
20240413,18:14:18,129.42273013798683
20240413,18:14:19,146.44825921533257
20240413,18:14:20,132.11425252815832
20240413,18:14:21,200.76089440409172
20240413,18:14:22,217.1885713961221
20240413,18:14:23,263.2473977485499
20240413,18:14:24,223.4132360529846
20240413,18:14:25,227.05323545575231
20240413,19:39:51,12.920962948771212
20240413,19:39:52,17.601053430405678
20240413,19:39:53,19.033022588700465
20240413,19:39:54,21.875241114455434
20240413,19:39:55,23.203090370851886
20240413,19:39:56,20.223427357091122
20240413,19:39:57,30.781932030463263
20240413,19:39:58,43.07027361796079
20240413,19:39:59,58.89380044805573
20240413,19:40:00,40.74917258700332
20240413,19:35:35,22.61616920765865
20240413,19:35:36,51.154176
20240413,19:35:37,78.15069494314193
20240413,19:35:38,99.92898127771595
20240413,19:35:39,174.28574259968124
20240413,19:35:40,218.9728603724609
20240413,19:35:41,194.74961896860984
20240413,19:35:42,181.16724154343618
20240413,19:35:43,165.86324813147954
20240413,19:35:44,132.5149676057217
20240413,18:05:50,10.793854387405569
20240413,18:05:51,37.588207181409636
20240413,18:05:52,96.3220406958741
20240413,18:05:53,213.58648353980726
20240413,18:05:54,232.14505788117106
20240413,18:05:55,207.56065836201364
20240413,18:05:56,327.185099764898
20240413,18:05:57,221.97780452224006
20240413,18:05:58,263.4138745826247
20240413,18:05:59,265.08441833146264
20240413,17:38:00,70.4465711368331
20240413,17:38:01,104.78421515611163
20240413,17:38:02,114.87066413721679
20240413,17:38:03,111.97560558335022
20240413,17:38:04,86.35722518340009
20240413,17:38:05,133.4511851008829
20240413,17:38:06,121.10722212675081
20240413,17:38:07,107.71317727670929
20240413,17:38:08,110.32857454091574
20240413,17:38:09,111.68269462546705
20240413,17:00:22,17.77308508815632
20240413,17:00:23,37.52769909446086
20240413,17:00:24,63.43631599003228
20240413,17:00:25,74.29238577429818
20240413,17:00:26,63.837424103304
20240413,17:00:27,49.69751750719309
20240413,17:00:28,11.563210073560677
20240413,17:00:29,79.0205821877858
20240413,17:00:30,137.6450586313466
20240413,17:00:31,251.20528638490183
20240413,17:53:23,8.980301286500463
20240413,17:53:24,11.657868071958603
20240413,17:53:25,11.228014105289285
20240413,17:53:26,10.337101029108513
20240413,17:53:27,8.739748763499492
20240413,17:53:28,10.303663031659843
20240413,17:53:29,13.20926931980167
20240413,17:53:30,13.120696073543607
20240413,17:53:31,9.676825654447825
20240413,17:53:32,6.978541243369905
20240413,19:23:13,11.637143029939395
20240413,19:23:14,16.365970726100628
20240413,19:23:15,17.889157152666257
20240413,19:23:16,20.018751642255214
20240413,19:23:17,22.209169273672913
20240413,19:23:18,24.47828567379219
20240413,19:23:19,35.6953410539976
20240413,19:23:20,44.34817099261895
20240413,19:23:21,61.071590447200926
20240413,19:23:22,76.6273140512693
20240413,19:18:48,9.247232468401473
20240413,19:18:49,12.84593876041113
20240413,19:18:50,13.746184603389523
20240413,19:18:51,16.140373266505534
20240413,19:18:52,18.24907331272198
20240413,19:18:53,22.97378774607867
20240413,19:18:54,29.433097311102692
20240413,19:18:55,39.88461568034304
20240413,19:18:56,53.32232084822696
20240413,19:18:57,70.6522306470135
20240413,18:44:27,13.536699739101852
20240413,18:44:28,38.86045434797982
20240413,18:44:29,72.64647810141874
20240413,18:44:30,83.3500721020744
20240413,18:44:31,80.60734564223445
20240413,18:44:32,99.85117545927484
20240413,18:44:33,79.05672929031476
20240413,18:44:34,71.02554247959229
20240413,18:44:35,62.63788476218536
20240413,18:44:36,86.79543159807659
20240413,17:49:02,12.83176082100742
20240413,17:49:03,15.457998869700296
20240413,17:49:04,15.749597957454274
20240413,17:49:05,18.1745167364
20240413,17:49:06,20.33183659359489
20240413,17:49:07,23.655862060174343
20240413,17:49:08,31.93824195616639
20240413,17:49:09,39.795025947821344
20240413,17:49:10,36.84388580333627
20240413,17:49:11,36.73086334603638
20240413,19:05:30,18.070075969962424
20240413,19:05:31,35.10851520229423
20240413,19:05:32,33.42924213971759
20240413,19:05:33,36.106827870220236
20240413,19:05:34,33.89275120788726
20240413,19:05:35,41.03950694792057
20240413,19:05:36,48.68785002795094
20240413,19:05:37,38.32617808664897
20240413,19:05:38,25.486476192652635
20240413,19:05:39,18.82140265867012
20240413,17:57:31,16.020822264577202
20240413,17:57:32,35.44547689618205
20240413,17:57:33,58.3471262754803
20240413,17:57:34,120.83757642649608
20240413,17:57:35,183.78299755614685
20240413,17:57:36,235.99383937914337
20240413,17:57:37,290.5014836765232
20240413,17:57:38,241.42065629330716
20240413,17:57:39,262.5900973732568
20240413,17:57:40,246.27293217963435
20240413,18:26:43,12.06056409469569
20240413,18:26:44,13.896886888005527
20240413,18:26:45,16.03294417165673
20240413,18:26:46,17.36916386575674
20240413,18:26:47,18.068577245828443
20240413,18:26:48,20.955013651764098
20240413,18:26:49,26.947018629049452
20240413,18:26:50,29.51575367962909
20240413,18:26:51,36.64918611921835
20240413,18:26:52,42.47014629210816
20240413,18:22:33,8.73706698426576
20240413,18:22:34,11.824247528393041
20240413,18:22:35,13.319187791016672
20240413,18:22:36,13.805674473116419
20240413,18:22:37,9.78528028813011
20240413,18:22:38,4.865399699802225
20240413,18:22:39,4.546426757632804
20240413,18:22:40,4.555425990489844
20240413,18:22:41,13.283374984488503
20240413,18:22:42,14.419378158009124
20240413,19:43:56,16.903538506370126
20240413,19:43:57,41.866017480514515
20240413,19:43:58,78.3576485287104
20240413,19:43:59,128.25113496593664
