Time (seconds),Throughput (Mbits/sec)
172,3.90886228341289
173,4.10300198289886
174,3.7468369951659
175,4.75939869618174
176,5.25427978103736
177,4.07066624750921
178,4.75910879405332
179,4.44709493731529
180,7.2772030893739
181,4.1349699189021
182,4.13470547686829
183,5.16918288507959
184,4.1346182405978
185,5.16904823155086
186,11.3712465782478
187,11.3706786158038
188,11.3708941366382
189,11.371064932536
190,15.4814108544094
191,10.854643474094
192,10.8533081954071
193,12.4047241699332
194,10.8538839293578
195,10.8540353122456
196,12.4057534701676
197,10.8532538596268
198,10.8543503833339
199,12.4060507567657
200,14.2957577127358
201,12.4059886360005
202,10.8537972419132
203,11.3708033186868
204,10.8535035499686
205,12.4061875725496
206,10.8536665664421
207,12.4048971869089
208,10.855273058092
209,10.8523211802255
210,14.868778783555
211,10.8523535173278
212,12.4051204894561
213,10.8541659965961
214,9.30208271455994
215,12.4072674138149
216,10.8541659965961
217,10.8534065186782
218,10.8552400565004
219,12.4045748172799
220,14.3800378952412
221,11.8885260482964
222,10.8549689333733
223,11.3721108304291
224,10.8533728815692
225,11.3709063361751
226,10.8529614907205
227,10.8543393846511
228,11.8889895236987
229,12.4069693292588
230,14.4143019228439
231,10.8538179432667
232,12.4055175737769
233,10.8526574955093
234,12.406932347062
235,10.8535902327219
236,10.8539162757739
237,12.4057039237864
238,10.8528748180098
239,12.4075277872308
240,14.2416634615921
241,12.4050088371776
242,10.8534931998816
243,10.8544480784953
244,12.4039301282845
245,10.8549145809633
246,10.8542093430905
247,12.4059021116856
248,10.8532655029625
249,10.854567126632
250,14.3839766380078
251,10.8522448654282
252,12.4055671186696
253,10.8541116522265
254,11.370337052348
255,12.4054310560327
256,10.8540353122456
257,10.8539486223829
258,10.8531891748835
259,12.4063613699238
260,15.1576307580405
261,10.8536989115627
262,10.8537209063549
263,12.405306827536
264,10.8535139000753
265,10.8539162757739
266,12.4053563707454
267,10.8541659965961
268,12.4052942569339
269,9.30294759621335
270,14.8999315191992
271,10.8535682384593
272,12.4053563707454
273,10.8538722846952
274,11.3723386081705
275,10.8522888433159
276,12.4057157557221
277,10.8541659965961
278,11.3721562496671
279,12.403780794751
280,15.2246434434525
281,10.8531891748835
282,10.8529938316388
283,12.4066964058368
284,7.75285186720032
285,9.30397069270045
286,12.4049223265292
287,10.8529175073808
288,10.854307035713
289,12.4053193981636
290,13.9312560574456
291,11.3700524318099
292,11.3717129191854
293,10.8554031251422
294,11.3705756024416
295,11.3694737473228
296,11.8879315203786
297,11.8881809455898
298,10.3366700475891
299,11.3721338789523
