Time (seconds),Throughput (Mbits/sec)
0,10.596477380930986
1,1.5624073383180688
2,5.738573453470363
3,4.69172638072902
4,5.214202598400508
5,2.0837217620803417
6,4.694383545489583
7,3.6476433257686582
8,3.1284745555496927
9,3.1274235012616076
10,6.776822980347281
11,2.0842737289237125
12,1.5634445077746513
13,4.694435341963048
14,3.1275360870969746
15,6.255741447285448
16,4.691290150154625
17,5.212622902974207
18,4.69191879537834
19,6.776883975992292
20,9.904231449270405
21,11.4676213834828
22,8.340705206581271
23,8.339662796142289
24,7.820803111141873
25,9.38222353281272
26,10.425058154993584
27,11.46866448622649
28,11.469077405001968
29,7.818027567257928
30,9.90520146124969
31,7.818074159624
32,9.38445685183082
33,3.126567070504126
34,4.693120345462345
35,3.1270172158277343
36,4.691449532689915
37,3.1278457399453408
38,3.648452872232315
39,4.692805840776566
40,2.08446747081061
41,5.213248388899874
42,5.21337860082118
43,7.299788760152153
44,5.212356969342334
45,5.212049439749334
46,6.256210956046683
47,5.212258183153187
48,1.5631568672233533
49,3.1292915354816055
50,1.5634538243288982
51,3.127983341680581
52,3.127870723642724
53,0.0
54,1.5650983501127167
55,2.0850074058300447
56,1.5633662531023758
57,4.6924631234390874
58,4.691641924631544
59,6.777168771515006
60,7.298255827678379
61,6.776463895796623
62,8.340513307933309
63,2.6048840102508017
64,2.0866181867478826
65,0.0
66,2.0855474963044998
67,2.085781145695019
68,2.0851825161412725
69,2.0852597032681985
70,2.084980315449562
71,2.0856497036997954
72,2.0850615887029953
73,2.0848031269279916
74,2.085251375235535
75,2.0847822539659573
76,4.172505663540057
77,2.0843154549022946
78,4.1704527830733245
79,6.257080796274782
80,4.169564507931915
81,6.255366338431105
82,6.255078884856751
83,8.341689695996664
84,2.083592689217806
85,2.0863113098304376
86,8.341222283157633
87,10.42652785394704
88,12.511733484347177
89,13.031843094807556
90,15.117376803774182
91,16.15816022599002
92,15.639212852001604
93,13.031934751837303
94,10.425829306877509
95,10.424671689873657
96,10.945817857659323
97,13.03396784976503
98,7.8179800436166405
99,10.42541233629432
100,10.425641634916635
101,10.949036887466495
102,10.42519361096492
103,10.424224370529869
104,7.818418028458849
105,13.03686282632155
106,8.339421244646841
107,5.21328474813742
108,0.0
109,2.6066945836145
110,0.0
111,5.217318176065687
112,5.212820817458318
113,7.819763041791587
114,7.81924707240786
115,2.60528224473014
116,7.82210976685613
117,5.212060000769983
118,7.81990381490949
119,7.819739735473017
120,7.816815429081556
121,7.821976842956342
122,7.8189809576362315
123,10.423901330433047
124,10.428697426848291
125,7.81765950708804
126,7.818191574849608
127,7.81862119553537
128,10.428154638121288
129,7.8179567479250744
130,10.427570876887478
131,10.42626744156076
132,7.81502632566226
133,5.212117155271335
134,2.607857720381125
135,5.211840713064555
136,7.82226648294081
137,7.817949293333094
138,13.031608520824046
139,7.8185671408786
140,10.425892072848931
141,7.8179800436166405
142,10.427466440875646
143,7.818277308829338
144,10.423358419681893
145,5.213436095028312
146,7.820052517846533
147,10.427132632653244
148,7.818175732907002
149,7.818856062378047
150,10.427184847054482
151,5.211887923589727
152,7.820107059212758
153,7.818050863371546
154,7.8186137396762065
155,0.0
156,7.82576577820146
157,2.604837148884495
158,2.606655426259087
159,2.6072733794923275
160,2.6058554442651514
161,5.2137907224669
162,0.0
163,0.0
164,2.608032700410629
165,7.8215697041753725
166,2.605047883119213
167,5.214484265746837
168,5.2129876738402245
169,5.21215380936125
170,7.82144472620229
171,5.211440079220126
172,7.81973181135635
173,10.42769582986464
174,7.819458206119906
175,5.21291993569703
176,7.81815243604921
177,7.81905925222074
178,10.426788900897945
179,5.211220843674586
