Time (seconds),Throughput (Mbits/sec)
0,27.116217427011193
1,21.519457465196552
2,20.479733201552
3,16.125782481495982
4,12.6035182063419
5,8.317170217794759
6,7.216695212759634
7,6.64941535702828
8,4.216399072853846
9,2.7338077052362846
10,2.0040781086124135
11,2.756848712098303
12,5.7921215235457595
13,5.062354947315892
14,6.4764534930182664
15,5.836689766442847
16,3.557308934732004
17,3.8335983911652614
18,6.325034781657463
19,8.363430654299421
20,6.4988060587425
21,4.668510611002461
22,5.282383343354853
23,8.11978290084488
24,10.83105097487608
25,14.480347827683364
26,17.085546599289763
27,19.04476233674453
28,19.42578443504171
29,25.409174818954707
30,26.79974679979643
31,29.38922461047118
32,29.5879926694372
33,29.641883553393694
34,20.109462017563263
35,25.45873061916638
36,26.99390574508281
37,22.135187450900816
38,21.66353136173073
39,21.442606424443287
40,14.594629088506032
41,11.747233286397366
42,15.19811741216104
43,17.97797151887572
44,16.878428239570418
45,12.904252955566326
46,8.606215386181924
47,6.151565260622612
48,9.917471078580219
49,14.709119942942058
50,19.496593656361856
51,24.596177517939086
52,28.701795488243345
53,29.947424608744956
54,34.313112850935866
55,39.76059635719868
56,43.97374466924863
57,50.483830285834316
58,64.72893050354783
59,75.1232786259736
60,71.82087277457936
61,71.63531082689333
62,54.55426018951822
63,56.95175240041356
64,61.958728846888015
65,53.95578923591744
66,30.72162864132818
67,40.71820899396085
68,44.8926237977697
69,32.22179055063152
70,27.02668824169484
71,27.755819870263363
72,15.925277635558917
73,16.43927454982017
74,19.78487764761553
75,22.41636275814596
76,23.920888710196287
77,14.586896509885582
78,13.008662967871725
79,15.03362693740201
80,19.18346875220513
81,20.898497639891744
82,24.508997601819786
83,21.663163337905438
84,26.549094300902567
85,33.30413300042814
86,34.300224
87,40.64557287096261
88,49.3798783049628
89,49.58080848746422
90,53.14309043311261
91,57.5087278270787
92,50.64398018109155
93,52.870009410924176
94,43.33900491029185
95,15.963150669250632
96,14.888269063044369
97,15.045088938261745
98,16.01182611394697
99,12.751446968231441
100,13.741207251456684
101,13.388614166394762
102,16.25548930683181
103,18.174715352565467
104,15.208073329451047
105,17.063317432449836
106,20.178481277229118
107,21.602820866397558
108,19.70694585823183
109,21.243865740913126
110,22.368101374283
111,18.059221341862887
112,21.465667619757816
113,22.068557841566623
114,23.306541236154594
115,25.42693152914953
116,26.735017867253728
117,28.416830800204643
118,28.865366618687073
119,30.0591290855616
120,17.644072603140646
121,17.607205639000608
122,13.2869010613882
123,13.843752185591468
124,14.64148831184067
125,13.796488081235555
126,7.645569877770851
127,7.540943081274774
128,10.193930329295133
129,9.19776014281945
130,8.537108795413749
131,9.55691449693524
132,11.572450488590029
133,11.260605108908017
134,12.555762796281817
135,14.237319843949594
136,15.522932871276565
137,17.362956772852318
138,19.394292116600628
139,12.882103656890461
140,10.898560106929388
141,8.908773030421125
142,12.164014935731158
143,14.550042562323522
144,6.080730144575418
145,6.661173214651451
146,7.796141201263326
147,9.197245380796971
148,5.91961947159596
149,4.262817989011769
150,7.564707753565881
151,7.621990330263808
152,8.062214116387574
153,9.00119989322436
154,5.780288523143676
155,10.496573639031773
156,9.90321027861811
157,8.862611015230748
158,11.594262670512078
159,13.995459050977912
160,16.377401956442473
161,19.42565012743527
162,17.95591814185817
163,10.507129522974592
164,14.120162101041311
165,7.668761583520178
166,9.40616987570384
167,10.171779047258976
168,10.877539384671506
169,11.33918285541381
170,11.491488962337623
171,12.777139814769923
172,9.741257967439036
173,6.32545857112352
174,10.646047542850658
175,9.290071199972916
176,12.070563973083893
177,13.577534059254857
178,6.382407383086369
179,12.417787464450628
180,12.036245190141818
181,8.4655082370135
182,3.6142297579129665
183,0.0
184,1.3453449695719184
185,1.2740768789472592
186,3.996439981327244
187,3.335748220172201
188,2.38648294479898
189,3.9383590587142554
190,7.066854977375685
191,8.502681339965045
192,4.448936710109165
193,8.48907739355961
194,4.240028063312003
195,9.04628118022579
196,3.6470926743321113
197,0.0
198,0.0
199,0.0
200,4.302155344145102
201,14.712135994052701
202,25.5116676535898
203,29.33778491727437
204,27.289558465239832
205,33.5724791004319
206,48.092060757965
207,55.52144351414455
208,55.790718802428295
209,58.8620010074105
210,72.12090071735163
211,58.03601296079683
212,53.44403345899007
213,60.444468951562484
214,25.14982039141856
215,44.693128544735224
216,47.18805041477433
217,47.83081495770746
218,50.11704962409488
219,39.23497058261625
220,38.77672817829274
221,35.170044897141985
222,37.14398117125291
223,37.17067650470317
224,39.57007133278316
225,42.0166806511522
226,33.634608914998516
227,33.14195635277388
228,36.44996402406942
229,38.52730468903423
230,41.73195320263857
231,44.2796566854582
232,40.0908189157761
233,34.205121769314
234,33.596321393154454
235,35.68809173692808
236,36.92208568238618
237,39.199470945898184
238,40.08047754918138
239,37.59993384709919
240,35.385038113614684
241,22.26099816689098
242,21.858132487338573
243,23.554252177934433
244,24.24056133304411
245,26.300597679722387
246,23.001960455263916
247,17.9210568615901
248,11.491718427082981
249,9.267005570485544
250,11.422886137029993
251,13.519068691321603
252,10.37925410157194
253,7.086849890064822
254,6.777907331558412
255,8.63173717753463
256,11.535714017061688
257,12.36252649232033
258,11.560612876940795
259,12.742310378895716
260,12.522078595037955
261,16.85188945740634
262,12.883482139431631
263,14.478363794222245
264,17.14658376551632
265,10.134297783663609
266,1.632124859188119
267,0.0
268,2.88704023536714
269,5.873763349801884
270,7.343558289967882
271,3.0930052457836856
272,3.394264747028113
273,9.336470271262531
274,10.64571757416329
275,10.287137100264676
276,10.726815968402768
277,9.695730559982835
278,6.914119882550448
279,7.7033443887264
280,10.159238847925259
281,11.28510702817404
282,12.105328342764317
283,15.001295200496816
284,18.01335406214628
285,19.9915054999056
286,18.339837553883708
287,20.39393690183217
288,18.490079731086027
289,18.97776151798042
290,18.881089454335136
291,22.455267367896376
292,23.5082853341015
293,26.595614844925773
294,30.0846109390284
295,30.933611055424763
296,32.48935153936293
297,37.322415577515244
298,41.602471077390554
299,36.60628221511692
