Time (seconds),Throughput (Mbits/sec)
0,11.499875474252764
1,12.824782921771853
2,20.826073180164915
3,19.379858730560688
4,25.13815953207763
5,26.48499740884674
6,26.439211968727836
7,27.305180616214802
8,7.6227368005811575
9,12.625992563877514
10,16.727178351932196
11,18.302811638337232
12,17.885105416413268
13,19.105646447439817
14,6.019599053576268
15,8.735078448679674
16,0.0
17,0.0
18,0.0
19,0.0
20,2.7016115820295923
21,32.377604215740455
22,70.17544766405676
23,81.5184009249967
24,77.22203462154702
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,18.076502233525076
31,74.9911418076569
32,66.11456741460466
33,70.03625849997687
34,68.25158343635877
35,77.72685170778517
36,77.35607251882679
37,79.66759614016586
38,78.805952
39,69.4720782250371
40,76.790336
41,54.18794949084208
42,65.0896508587938
43,66.67722082362346
44,56.262528896697965
45,60.90861391301926
46,55.83379236489861
47,59.53023632073602
48,59.891461122395256
49,64.16602103602672
50,65.85168014350158
51,66.480576
52,70.9183132193386
53,68.59976107078242
54,76.81986814411424
55,83.75011577239705
56,89.9355707592146
57,95.09801771972633
58,109.71272447818495
59,104.62446526555145
60,98.52398711551336
61,60.2904364406635
62,39.96424259925078
63,35.621048412052644
64,37.921920295469796
65,38.3422681198699
66,30.95697234384563
67,5.95456321731127
68,11.399135006181917
69,8.268272348684734
70,7.647458844796634
71,22.427252281150587
72,50.71652646609948
73,107.0721749638945
74,158.37312519959792
75,202.07534299535646
76,164.20550004146753
77,161.84058213444118
78,108.97403033352914
79,97.6414428818637
80,81.25859242324324
81,79.9722695197883
82,67.03210641938612
83,46.62550551071242
84,60.374728354957824
85,63.227129427026824
86,65.17912762210136
87,68.5113368938796
88,52.25554494186232
89,40.54492167113608
90,36.83612758685653
91,41.460005865540545
92,38.35535328414927
93,40.74333220692473
94,45.290448930598785
95,45.226604758553925
96,47.67011747090296
97,51.42960364970039
98,42.23978324866029
99,54.20524115391688
100,46.83362701076524
101,44.26343753508773
102,49.7366280458353
103,39.289078061825904
104,41.3362183461873
105,27.65813760853134
106,20.03244225858132
107,17.121545922133798
108,10.957850049565875
109,11.79167421644485
110,10.56486177507778
111,13.145512905127513
112,12.062430318863399
113,8.94182895268264
114,6.893155460551807
115,8.523803960170651
116,4.14741215411878
117,5.665493840734667
118,4.5520616021354465
119,4.564287797190727
