Time (seconds),Throughput (Mbits/sec)
0,12.900472999601968
1,10.948106156441447
2,8.340004769511243
3,6.7757660315363255
4,9.383969044042955
5,7.819543967881697
6,4.6905772555955725
7,6.256329556382095
8,4.690206636044017
9,5.2127478017311875
10,7.820951848283162
11,8.86091812590762
12,9.383772145174625
13,10.426006420719574
14,5.733409510363381
15,6.77783298343659
16,6.255222049093355
17,6.25524740177659
18,5.212304779945658
19,4.691060322830038
20,5.213800979718904
21,4.691684152300203
22,4.6910882811554595
23,5.21323285091885
24,6.775304906142968
25,6.255372676875056
26,7.299284818601367
27,5.732916141087022
28,6.256298600514978
29,6.255447620627335
30,7.819286222168868
31,8.86255765689742
32,8.339387448434135
33,6.254590535336439
34,7.298153597068883
35,7.298671740024493
36,8.86144097744284
37,9.384184971050963
38,5.21266453522817
39,7.81924707240786
40,7.29918995655794
41,7.81715173412423
42,9.904458732659947
43,8.341205874935234
44,6.253415081373775
45,4.169831398071144
46,6.2580258839579
47,8.341097482845408
48,10.42512029032325
49,6.2544593276992
50,8.341489298758297
51,4.169702173253124
52,6.255797754783876
53,8.341022405572204
54,8.340797181861522
55,8.340388528835218
56,6.256179628406956
57,8.337962292832405
58,8.341330678491051
59,8.340813588476054
60,10.425005961889054
61,6.255040857957935
62,10.425454591108899
63,12.511482894570896
64,10.426601194389114
65,10.424713938684668
66,10.4256
67,10.426872190056624
68,10.423702546478692
69,10.425912580706363
70,12.510869886897044
71,8.34042133891356
72,12.513172332414923
73,14.595022264749474
74,10.424317558894064
75,2.084230017785584
76,2.085793706298735
77,6.25536
78,8.863071719839596
79,8.340263256365073
80,6.254771700383234
81,2.0844195287595304
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,4.173716601213333
92,4.17058205442112
93,4.16939802952504
94,6.256730145473149
95,6.255166124783463
96,6.254803013924193
97,2.0836324022415846
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,4.172104827519749
107,6.25428414426563
108,10.427289277425768
109,10.42578767046192
110,12.511032454855359
111,10.423598187937646
112,12.513522957253059
113,10.423953512477395
114,10.424651808198732
115,8.34100550094214
116,2.0851575340923842
117,6.254703109912892
118,6.254359434666476
119,4.171374513730177
