Time (seconds),Throughput (Mbits/sec)
0,25.31591522548744
1,32.359807731176744
2,35.93746207761606
3,45.12135014351124
4,40.0840063728821
5,15.103890321032354
6,14.63079693491171
7,15.56008137502538
8,8.107486543200945
9,9.150463345767234
10,12.291373473277519
11,15.904848116047976
12,18.480120460856146
13,17.43079897443061
14,20.282164738222438
15,16.57779784192294
16,6.926739863884106
17,3.2551202977042797
18,5.491046740782752
19,8.60686069911254
20,10.623866652020835
21,9.440865463135372
22,8.432410146442404
23,11.87386115505494
24,15.266170570662338
25,17.62049700930792
26,20.42255061251826
27,21.278978514825063
28,26.348392175417434
29,28.039535938385274
30,32.57109233615126
31,44.05579905062295
32,49.125290255991786
33,53.7065387278656
34,63.47184580422802
35,53.11784753414692
36,24.65173793927367
37,19.997723169691998
38,23.858841967293774
39,24.870773879317884
40,28.81030095843234
41,24.805065377226978
42,21.26435319481653
43,16.206097140527714
44,15.722271247566537
45,14.708928851136275
46,14.943240648002217
47,12.37132855790507
48,1.587376241568338
49,10.736210162807643
50,12.107507775842192
51,13.771007125058954
52,15.338013197074165
53,16.18132604710255
54,18.489783240060717
55,20.04861538587344
56,19.89557789105085
57,23.221878335117186
58,25.825152248905784
59,37.03718576715987
60,48.32735202666242
61,62.62572931756055
62,46.127488
63,37.913749529657
64,2.3151540083758886
65,0.0
66,4.85723211904991
67,6.973505652000916
68,7.645356151432284
69,11.123610324412189
70,12.554143673713082
71,11.271265590989087
72,13.576367078546294
73,16.391311150086075
74,17.792934914508532
75,15.13156396135005
76,7.736618833804616
77,9.578894620370965
78,9.74325496183908
79,13.286940659715247
80,16.70484588989822
81,18.31340673430731
82,20.619540893346976
83,22.206639183982578
84,22.554860002148708
85,27.407551233152063
86,31.0445907850835
87,35.8076486830369
88,49.49857951726245
89,61.140658118445515
90,73.86349791811665
91,88.76056303868117
92,76.95948133459768
93,42.495380477880595
94,78.15349340116303
95,82.92305498345131
96,69.59987462332018
97,68.6269088384313
98,59.08732850306348
99,58.60947152561117
100,64.25617389083645
101,58.06519290989236
102,55.754459968181
103,59.550988740377726
104,62.98314540640708
105,48.50730240105144
106,52.377241019385885
107,50.47345552786131
108,43.46955737523886
109,47.914720062500635
110,37.914278329037764
111,35.59823671877246
112,28.67137409982901
113,26.039556191475548
114,31.02257329405897
115,34.4038935192903
116,37.86794251684218
117,39.70963483825705
118,43.38203862766397
119,47.27576928482605
120,52.2325704436845
121,45.822638673100755
122,43.68396180956298
123,25.2777796063434
124,22.69553019623905
125,25.490981081617935
126,25.36044454858599
127,25.007381676871322
128,26.985100085526298
129,9.70584852557217
130,10.12380895340734
131,12.881137742974905
132,13.009104941883775
133,13.95950212809565
134,13.728000628553504
135,12.83455792049345
136,14.687923685185645
137,14.618014716205092
138,10.368509371188647
139,5.848165259290024
140,2.4327713740530545
141,0.0695221458876635
142,0.30093091062278227
143,0.0
144,1.0430095383484244
145,0.011591152057057299
146,0.1504399031540573
147,1.2057319359865726
148,4.0547446379812815
149,5.8956782822728115
150,0.9143679778475864
151,3.245980428065282
152,0.0
153,5.763097587250549
154,17.4213246063238
155,24.89160060964009
156,8.806455604894113
157,5.616756903335942
158,3.219144716350837
159,0.0
160,3.189283682632569
161,5.5824438631871525
162,8.32878777729276
163,11.282872490974977
164,12.73355363704114
165,15.25353501425906
166,19.85293121109505
167,8.66533454884458
168,10.121915870099683
169,2.4216420249174333
170,19.785372938789436
171,42.9907172603773
172,53.10248981523408
173,59.014225845940466
174,53.705534302782254
175,52.95267401078677
176,51.33705671705692
177,59.671271774069986
178,52.34888229960653
179,57.0262645042759
