Date,Time,RTT
20240413,17:28:01,128.0
20240413,17:28:02,139.0
20240413,17:28:02,129.0
20240413,17:28:03,130.0
20240413,17:28:03,146.0
20240413,17:28:04,125.0
20240413,17:28:04,130.0
20240413,17:28:05,137.0
20240413,17:28:05,132.0
20240413,17:28:06,131.0
20240413,17:28:06,133.0
20240413,17:28:07,133.0
20240413,17:28:07,129.0
20240413,17:28:08,139.0
20240413,17:28:08,139.0
20240413,17:28:09,129.0
20240413,17:28:09,123.0
20240413,17:28:10,124.0
20240413,17:28:10,125.0
20240413,17:28:11,125.0
20240413,18:04:01,153.0
20240413,18:04:02,153.0
20240413,18:04:02,152.0
20240413,18:04:03,148.0
20240413,18:04:03,152.0
20240413,18:04:04,152.0
20240413,18:04:04,159.0
20240413,18:04:05,155.0
20240413,18:04:05,154.0
20240413,18:04:06,151.0
20240413,18:04:06,165.0
20240413,18:04:07,154.0
20240413,18:04:07,149.0
20240413,18:04:08,152.0
20240413,18:04:08,151.0
20240413,18:04:09,156.0
20240413,18:04:09,154.0
20240413,18:04:10,159.0
20240413,18:04:10,158.0
20240413,18:04:11,162.0
20240413,19:54:20,147.0
20240413,19:54:21,152.0
20240413,19:54:21,153.0
20240413,19:54:22,147.0
20240413,19:54:22,148.0
20240413,19:54:23,149.0
20240413,19:54:23,149.0
20240413,19:54:24,150.0
20240413,19:54:24,150.0
20240413,19:54:25,150.0
20240413,19:54:25,152.0
20240413,19:54:26,151.0
20240413,19:54:26,157.0
20240413,19:54:27,124.0
20240413,19:54:27,131.0
20240413,19:54:28,122.0
20240413,19:54:28,125.0
20240413,19:54:29,128.0
20240413,19:54:29,139.0
20240413,19:07:51,125.0
20240413,19:07:52,125.0
20240413,19:07:52,127.0
20240413,19:07:53,129.0
20240413,19:07:53,128.0
20240413,19:07:54,126.0
20240413,19:07:54,131.0
20240413,19:07:55,133.0
20240413,19:07:55,127.0
20240413,19:07:56,129.0
20240413,19:07:56,132.0
20240413,19:07:57,125.0
20240413,19:07:57,126.0
20240413,19:07:58,127.0
20240413,19:07:58,121.0
20240413,19:07:59,121.0
20240413,19:07:59,120.0
20240413,19:08:00,125.0
20240413,19:08:00,128.0
20240413,19:08:01,124.0
20240413,19:03:39,156.0
20240413,19:03:40,148.0
20240413,19:03:40,175.0
20240413,19:03:41,147.0
20240413,19:03:41,154.0
20240413,19:03:42,159.0
20240413,19:03:42,127.0
20240413,19:03:43,126.0
20240413,19:03:43,129.0
20240413,19:03:44,132.0
20240413,19:03:44,131.0
20240413,19:03:45,126.0
20240413,19:03:45,125.0
20240413,19:03:46,132.0
20240413,19:03:46,130.0
20240413,19:03:47,125.0
20240413,19:03:47,132.0
20240413,19:03:48,123.0
20240413,19:03:48,126.0
20240413,19:03:49,131.0
20240413,17:44:11,139.0
20240413,17:44:12,135.0
20240413,17:44:12,139.0
20240413,17:44:13,146.0
20240413,17:44:13,136.0
20240413,17:44:14,139.0
20240413,17:44:14,137.0
20240413,17:44:15,141.0
20240413,17:44:15,141.0
20240413,17:44:16,139.0
20240413,17:44:16,146.0
20240413,17:44:17,133.0
20240413,17:44:17,145.0
20240413,17:44:18,144.0
