Date,Time,RTT
20240413,19:25:44,196.0
20240413,19:25:45,195.0
20240413,19:25:45,191.0
20240413,19:25:46,203.0
20240413,19:25:46,195.0
20240413,19:25:47,198.0
20240413,19:25:47,194.0
20240413,19:25:48,197.0
20240413,19:25:48,201.0
20240413,19:25:49,196.0
20240413,19:25:49,192.0
20240413,19:25:50,195.0
20240413,19:25:50,207.0
20240413,19:25:51,198.0
20240413,19:25:51,206.0
20240413,19:25:52,197.0
20240413,19:25:52,201.0
20240413,19:25:53,200.0
20240413,19:25:53,200.0
20240413,19:25:54,195.0
20240413,18:50:55,188.0
20240413,18:50:56,196.0
20240413,18:50:56,208.0
20240413,18:50:57,225.0
20240413,18:50:57,214.0
20240413,18:50:58,220.0
20240413,18:50:58,216.0
20240413,18:50:59,216.0
20240413,18:50:59,217.0
20240413,18:51:00,218.0
20240413,18:51:00,224.0
20240413,18:51:01,214.0
20240413,18:51:01,216.0
20240413,18:51:02,216.0
20240413,18:51:02,216.0
20240413,18:51:03,221.0
20240413,18:51:03,222.0
20240413,18:51:04,224.0
20240413,18:51:04,224.0
20240413,18:51:05,219.0
20240413,19:54:31,188.0
20240413,19:54:32,188.0
20240413,19:54:32,191.0
20240413,19:54:33,186.0
20240413,19:54:33,184.0
20240413,19:54:34,184.0
20240413,19:54:34,187.0
20240413,19:54:35,186.0
20240413,19:54:35,189.0
20240413,19:54:36,188.0
20240413,19:54:36,192.0
20240413,19:54:37,187.0
20240413,19:54:37,189.0
20240413,19:54:38,185.0
20240413,19:54:38,183.0
20240413,19:54:39,191.0
20240413,19:54:39,186.0
20240413,19:54:40,189.0
20240413,19:54:40,188.0
20240413,19:54:41,187.0
20240413,18:16:40,187.0
20240413,18:16:41,188.0
20240413,18:16:41,188.0
20240413,18:16:42,224.0
20240413,18:16:42,223.0
20240413,18:16:43,223.0
20240413,18:16:43,207.0
20240413,18:16:44,213.0
20240413,18:16:44,210.0
20240413,18:16:45,214.0
20240413,18:16:45,215.0
20240413,18:16:46,217.0
20240413,18:16:46,206.0
20240413,18:16:47,207.0
20240413,18:16:47,223.0
20240413,18:16:48,208.0
20240413,18:16:48,204.0
20240413,18:16:49,221.0
20240413,18:16:49,221.0
20240413,18:04:11,197.0
20240413,18:04:12,186.0
20240413,18:04:12,190.0
20240413,18:04:13,187.0
20240413,18:04:13,185.0
20240413,18:04:14,183.0
20240413,18:04:14,192.0
20240413,18:04:15,467.0
20240413,18:04:15,198.0
20240413,18:04:16,194.0
20240413,18:04:16,201.0
20240413,18:04:17,201.0
20240413,18:04:17,199.0
20240413,18:04:18,197.0
20240413,18:04:18,202.0
20240413,18:04:19,197.0
20240413,18:04:19,200.0
20240413,18:04:20,202.0
20240413,18:04:20,201.0
20240413,18:04:21,196.0
20240413,19:46:16,218.0
20240413,19:46:17,212.0
20240413,19:46:17,213.0
20240413,19:46:18,209.0
20240413,19:46:18,241.0
20240413,19:46:19,207.0
20240413,19:46:19,214.0
20240413,19:46:20,211.0
