Date,Time,RTT
20240413,19:21:04,265.0
20240413,19:21:05,264.0
20240413,19:21:05,271.0
20240413,19:21:06,267.0
20240413,19:21:06,266.0
20240413,19:21:07,261.0
20240413,19:21:07,268.0
20240413,19:21:08,276.0
20240413,19:21:08,272.0
20240413,19:21:09,270.0
20240413,19:21:09,265.0
20240413,19:21:10,265.0
20240413,19:21:10,265.0
20240413,19:21:11,268.0
20240413,19:21:11,283.0
20240413,19:21:12,291.0
20240413,19:21:12,307.0
20240413,19:21:13,303.0
20240413,19:21:13,304.0
20240413,19:21:14,326.0
20240413,18:59:07,273.0
20240413,18:59:08,274.0
20240413,18:59:08,279.0
20240413,18:59:09,277.0
20240413,18:59:09,277.0
20240413,18:59:10,284.0
20240413,18:59:10,268.0
20240413,18:59:11,286.0
20240413,18:59:11,305.0
20240413,18:59:12,307.0
20240413,18:59:12,303.0
20240413,18:59:13,304.0
20240413,18:59:13,294.0
20240413,18:59:14,296.0
20240413,18:59:14,297.0
20240413,18:59:15,294.0
20240413,18:59:15,310.0
20240413,18:59:16,301.0
20240413,18:59:16,296.0
20240413,19:45:54,295.0
20240413,19:45:55,295.0
20240413,19:45:55,296.0
20240413,19:45:56,321.0
20240413,19:45:56,312.0
20240413,19:45:57,342.0
20240413,19:45:57,337.0
20240413,19:45:58,350.0
20240413,19:45:58,307.0
20240413,19:45:59,318.0
20240413,19:45:59,340.0
20240413,17:31:54,289.0
20240413,17:31:55,280.0
20240413,17:31:55,285.0
20240413,17:31:56,285.0
20240413,17:31:56,280.0
20240413,17:31:57,288.0
20240413,17:31:57,268.0
20240413,17:31:58,275.0
20240413,17:31:58,271.0
20240413,17:31:59,278.0
20240413,17:31:59,267.0
20240413,17:32:00,274.0
20240413,17:32:00,270.0
20240413,17:32:01,271.0
20240413,17:32:01,271.0
20240413,17:32:02,278.0
20240413,17:32:02,268.0
20240413,17:32:03,270.0
20240413,17:32:03,276.0
20240413,17:32:04,273.0
20240413,18:07:58,284.0
20240413,18:07:59,280.0
20240413,18:07:59,281.0
20240413,18:08:00,293.0
20240413,18:08:00,305.0
20240413,18:08:01,300.0
20240413,18:08:01,280.0
20240413,18:08:02,280.0
20240413,18:08:02,282.0
20240413,18:08:03,283.0
20240413,18:08:03,280.0
20240413,18:08:04,290.0
20240413,18:08:04,281.0
20240413,18:08:05,282.0
20240413,18:08:05,283.0
20240413,18:08:06,279.0
20240413,18:08:06,280.0
20240413,18:08:07,281.0
20240413,19:11:54,266.0
20240413,19:11:55,277.0
20240413,19:11:55,273.0
20240413,19:11:56,267.0
20240413,19:11:56,279.0
20240413,19:11:57,275.0
20240413,19:11:57,286.0
20240413,19:11:58,287.0
20240413,19:11:58,289.0
20240413,19:11:59,294.0
20240413,19:11:59,285.0
20240413,19:12:00,286.0
20240413,19:12:00,293.0
20240413,19:12:01,300.0
20240413,19:12:01,279.0
20240413,19:12:02,291.0
20240413,19:12:02,292.0
20240413,19:12:03,278.0
20240413,19:12:03,274.0
20240413,19:12:04,285.0
20240413,17:51:19,273.0
20240413,17:51:20,264.0
20240413,17:51:20,280.0
20240413,17:51:21,281.0
20240413,17:51:21,282.0
20240413,17:51:22,272.0
20240413,17:51:22,278.0
20240413,17:51:23,279.0
20240413,17:51:23,269.0
20240413,17:51:24,270.0
20240413,17:51:24,286.0
20240413,17:51:25,282.0
20240413,17:51:25,267.0
20240413,17:51:26,262.0
20240413,17:51:26,273.0
20240413,17:51:27,309.0
20240413,17:51:27,272.0
20240413,17:51:28,272.0
20240413,17:51:28,270.0
20240413,17:51:29,270.0
20240413,17:11:18,322.0
20240413,17:11:19,342.0
20240413,17:11:19,362.0
20240413,17:11:20,334.0
20240413,17:11:20,283.0
20240413,17:11:21,356.0
20240413,17:11:21,296.0
20240413,17:11:22,299.0
20240413,17:11:22,327.0
20240413,17:11:23,351.0
20240413,17:11:23,293.0
20240413,17:11:24,331.0
20240413,17:11:24,346.0
20240413,17:11:25,318.0
20240413,17:11:25,316.0
20240413,17:11:26,296.0
20240413,17:11:26,298.0
20240413,17:11:27,402.0
20240413,17:11:27,276.0
20240413,17:11:28,278.0
20240413,17:06:40,274.0
20240413,17:06:41,278.0
20240413,17:06:41,279.0
20240413,17:06:42,285.0
20240413,17:06:42,281.0
20240413,17:06:43,282.0
20240413,17:06:43,286.0
20240413,17:06:44,286.0
20240413,17:06:44,283.0
20240413,17:06:45,283.0
20240413,17:06:45,284.0
20240413,17:06:46,280.0
20240413,17:06:46,282.0
20240413,17:06:47,282.0
20240413,17:06:47,284.0
20240413,17:06:48,284.0
20240413,17:06:48,280.0
20240413,17:06:49,291.0
20240413,17:06:49,287.0
20240413,18:03:50,288.0
20240413,18:03:51,284.0
20240413,18:03:51,283.0
20240413,18:03:52,299.0
20240413,18:03:52,290.0
20240413,18:03:53,278.0
20240413,18:03:53,288.0
20240413,18:03:54,281.0
20240413,18:03:54,280.0
20240413,18:03:55,288.0
20240413,18:03:55,279.0
20240413,18:03:56,279.0
20240413,18:03:56,290.0
20240413,18:03:57,290.0
20240413,18:03:57,317.0
20240413,18:03:58,298.0
20240413,18:03:58,301.0
20240413,18:03:59,313.0
20240413,18:03:59,295.0
20240413,18:04:00,300.0
20240413,17:19:24,297.0
20240413,17:19:25,310.0
20240413,17:19:25,305.0
20240413,17:19:26,304.0
20240413,17:19:26,294.0
20240413,17:19:27,285.0
20240413,17:19:27,271.0
20240413,17:19:28,283.0
20240413,17:19:28,294.0
20240413,17:19:29,269.0
20240413,17:19:29,279.0
20240413,17:19:30,270.0
20240413,17:19:30,269.0
20240413,17:19:31,269.0
20240413,17:19:31,269.0
20240413,17:19:32,273.0
20240413,17:19:32,272.0
20240413,17:19:33,271.0
20240413,17:19:33,274.0
20240413,17:19:34,273.0
20240413,17:27:50,282.0
20240413,17:27:51,271.0
20240413,17:27:51,281.0
20240413,17:27:52,275.0
20240413,17:27:52,322.0
20240413,17:27:53,309.0
20240413,17:27:53,283.0
20240413,17:27:54,264.0
20240413,17:27:54,302.0
20240413,17:27:55,287.0
20240413,17:27:55,524.0
20240413,17:27:56,283.0
20240413,17:27:56,331.0
20240413,17:27:57,314.0
20240413,17:27:57,273.0
20240413,17:27:58,273.0
20240413,17:27:58,270.0
20240413,17:27:59,271.0
20240413,17:27:59,278.0
20240413,17:28:00,274.0
20240413,19:03:28,318.0
20240413,19:03:29,303.0
20240413,19:03:29,297.0
20240413,19:03:30,302.0
20240413,19:03:30,296.0
20240413,19:03:31,296.0
20240413,19:03:31,295.0
20240413,19:03:32,295.0
20240413,19:03:32,294.0
20240413,19:03:33,301.0
20240413,19:03:33,301.0
20240413,19:03:34,300.0
20240413,19:03:34,305.0
20240413,19:03:35,311.0
20240413,19:03:35,296.0
20240413,19:03:36,302.0
20240413,19:03:36,308.0
20240413,19:03:37,302.0
20240413,19:03:37,294.0
20240413,19:03:38,299.0
