Date,Time,RTT
20240413,19:12:04,135.0
20240413,19:12:05,153.0
20240413,19:12:05,208.0
20240413,19:12:06,187.0
20240413,19:12:06,166.0
20240413,19:12:07,226.0
20240413,19:12:07,213.0
20240413,19:12:08,145.0
20240413,19:12:08,155.0
20240413,19:12:09,146.0
20240413,19:12:09,201.0
20240413,19:12:10,261.0
20240413,19:12:10,126.0
20240413,19:12:11,135.0
20240413,19:12:11,253.0
20240413,19:12:12,285.0
20240413,19:12:12,226.0
20240413,19:12:13,157.0
20240413,19:12:13,120.0
20240413,19:12:14,235.0
20240413,19:25:31,100.0
20240413,19:25:32,102.0
20240413,19:25:32,124.0
20240413,19:25:33,118.0
20240413,19:25:33,106.0
20240413,19:25:34,95.9
20240413,19:25:34,119.0
20240413,19:25:35,119.0
20240413,19:25:35,122.0
20240413,19:25:36,114.0
20240413,19:25:36,114.0
20240413,19:25:37,85.1
20240413,19:25:37,88.4
20240413,19:25:38,97.9
20240413,19:25:38,96.6
20240413,19:25:39,102.0
20240413,19:25:39,99.5
20240413,19:25:40,103.0
20240413,19:25:40,100.0
20240413,19:25:41,107.0
20240413,19:21:13,138.0
20240413,19:21:14,148.0
20240413,19:21:14,221.0
20240413,19:21:15,199.0
20240413,19:21:15,310.0
20240413,19:21:16,790.0
20240413,19:21:16,1314.0
20240413,19:21:17,279.0
20240413,19:21:17,472.0
20240413,19:21:18,177.0
20240413,19:21:18,183.0
20240413,19:21:19,179.0
20240413,19:21:19,1038.0
20240413,19:21:20,528.0
20240413,19:21:20,2367.0
20240413,19:21:21,1866.0
20240413,19:21:21,2042.0
20240413,19:21:22,1531.0
20240413,19:21:22,1033.0
20240413,19:21:23,783.0
20240413,19:54:18,93.3
20240413,19:54:19,92.6
20240413,19:54:19,95.2
20240413,19:54:20,88.7
20240413,19:54:20,106.0
20240413,19:54:21,105.0
20240413,19:54:21,102.0
20240413,19:54:22,101.0
20240413,19:54:22,99.0
20240413,19:54:23,91.2
20240413,19:54:23,94.2
20240413,19:54:24,94.7
20240413,19:54:24,92.6
20240413,19:54:25,116.0
20240413,19:54:25,108.0
20240413,19:54:26,106.0
20240413,19:54:26,100.0
20240413,19:54:27,104.0
20240413,19:54:27,104.0
20240413,19:54:28,108.0
20240413,19:33:41,96.3
20240413,19:33:42,119.0
