Date,Time,RTT
20240412,21:36:48,96.2
20240412,21:36:49,104.0
20240412,21:36:49,104.0
20240412,21:36:50,102.0
20240412,21:36:50,101.0
20240412,21:36:51,101.0
20240412,21:36:51,107.0
20240412,21:36:52,107.0
20240412,21:36:52,96.0
20240412,21:36:53,112.0
20240412,21:36:53,117.0
20240412,21:36:54,108.0
20240412,21:36:54,98.3
20240412,21:36:55,98.3
20240412,21:36:55,119.0
20240412,21:36:56,105.0
20240412,21:36:56,93.3
20240412,21:36:57,102.0
20240412,21:36:57,105.0
20240412,21:36:58,108.0
20240412,19:40:48,104.0
20240412,19:40:49,104.0
20240412,19:40:49,104.0
20240412,19:40:50,113.0
20240412,19:40:50,103.0
20240412,19:40:51,103.0
20240412,19:40:51,102.0
20240412,19:40:52,105.0
20240412,19:40:52,115.0
20240412,19:40:53,116.0
20240412,19:40:53,109.0
20240412,19:40:54,114.0
20240412,19:40:54,113.0
20240412,19:40:55,103.0
20240412,19:40:55,91.0
20240412,19:40:56,102.0
20240412,19:40:56,109.0
20240412,19:40:57,108.0
20240412,19:40:57,95.9
20240412,19:40:58,108.0
20240413,17:02:53,118.0
20240413,17:02:54,108.0
20240413,17:02:54,119.0
20240413,17:02:55,108.0
20240413,17:02:55,97.1
20240413,17:02:56,115.0
20240413,17:02:56,115.0
20240413,17:02:57,95.8
20240413,17:02:57,85.4
20240413,17:02:58,103.0
20240413,17:02:58,135.0
20240413,17:02:59,106.0
20240413,17:02:59,107.0
20240413,17:03:00,116.0
20240413,17:03:00,115.0
20240413,17:03:01,113.0
20240413,17:03:01,120.0
20240413,17:03:02,111.0
20240413,17:03:02,122.0
20240413,17:03:03,117.0
20240413,17:32:17,90.2
20240413,17:32:18,100.0
20240413,17:32:18,97.2
20240413,17:32:19,104.0
20240413,17:32:19,101.0
20240413,17:32:20,90.9
20240413,17:32:20,101.0
20240413,17:32:21,107.0
20240413,17:32:21,95.5
20240413,17:32:22,95.6
20240413,17:32:22,108.0
20240413,17:32:23,91.9
20240413,17:32:23,90.2
20240413,17:32:24,98.3
20240413,17:32:24,108.0
20240413,17:32:25,94.3
20240413,17:32:25,90.8
20240413,17:32:26,111.0
20240413,17:32:26,98.0
20240413,17:32:27,95.8
20240413,18:12:32,93.6
20240413,18:12:33,102.0
20240413,18:12:33,102.0
20240413,18:12:34,104.0
20240413,18:12:34,103.0
20240413,18:12:35,113.0
20240413,18:12:35,102.0
20240413,18:12:36,107.0
20240413,18:12:36,96.4
20240413,18:12:37,96.9
20240413,18:12:37,103.0
20240413,18:12:38,103.0
20240413,18:12:38,119.0
20240413,18:12:39,110.0
20240413,18:12:39,214.0
20240413,18:12:40,194.0
20240413,18:12:40,173.0
20240413,18:12:41,150.0
20240413,18:12:41,130.0
20240413,18:12:42,109.0
20240413,17:24:09,132.0
20240413,17:24:10,112.0
20240413,17:24:10,112.0
20240413,17:24:11,133.0
20240413,17:24:11,109.0
20240413,17:24:12,133.0
20240413,17:24:12,111.0
20240413,17:24:13,95.7
20240413,17:24:13,104.0
20240413,17:24:14,101.0
20240413,17:24:14,113.0
20240413,17:24:15,101.0
20240413,17:24:15,99.8
20240413,17:24:16,107.0
20240413,17:24:16,104.0
20240413,17:24:17,93.4
20240413,17:24:17,103.0
20240413,17:24:18,102.0
20240413,17:24:18,100.0
20240413,17:24:19,98.5
20240413,19:29:49,119.0
20240413,19:29:50,104.0
20240413,19:29:50,121.0
20240413,19:29:51,102.0
20240413,19:29:51,100.0
20240413,19:29:52,107.0
20240413,19:29:52,117.0
20240413,19:29:53,104.0
20240413,19:29:53,100.0
20240413,19:29:54,106.0
20240413,19:29:54,104.0
20240413,19:29:55,104.0
20240413,19:29:55,101.0
20240413,19:29:56,104.0
20240413,19:29:56,107.0
20240413,19:29:57,96.9
20240413,19:29:57,104.0
20240413,19:29:58,103.0
20240413,19:29:58,101.0
20240413,19:29:59,105.0
20240413,18:08:22,96.9
20240413,18:08:23,95.7
20240413,18:08:23,96.0
20240413,18:08:24,102.0
20240413,18:08:24,106.0
20240413,18:08:25,104.0
20240413,18:08:25,143.0
20240413,18:08:26,119.0
20240413,18:08:26,112.0
20240413,18:08:27,94.7
20240413,18:08:27,121.0
20240413,18:08:28,111.0
20240413,18:08:28,99.0
20240413,18:08:29,130.0
20240413,18:08:29,125.0
20240413,18:08:30,94.7
20240413,18:08:30,100.0
20240413,18:08:31,117.0
20240413,18:08:31,111.0
20240413,18:08:32,93.8
20240412,22:13:00,120.0
20240412,22:13:01,118.0
20240412,22:13:01,130.0
20240412,22:13:02,107.0
20240412,22:13:02,110.0
20240412,22:13:03,123.0
20240412,22:13:03,98.2
20240412,22:13:04,106.0
20240412,22:13:04,104.0
20240412,22:13:05,110.0
20240412,22:13:05,110.0
20240412,22:13:06,108.0
20240412,22:13:06,106.0
20240412,22:13:07,104.0
20240412,22:13:07,103.0
20240412,22:13:08,108.0
20240412,22:13:08,100.0
20240412,22:13:09,108.0
20240412,22:13:09,101.0
20240412,22:13:10,106.0
20240412,19:03:45,90.7
20240412,19:03:46,90.2
20240412,19:03:46,88.8
20240412,19:03:47,98.1
20240412,19:03:47,96.6
20240412,19:03:48,102.0
20240412,19:03:48,92.9
20240412,19:03:49,99.5
20240412,19:03:49,98.6
20240412,19:03:50,88.9
20240412,19:03:50,95.0
20240412,19:03:51,106.0
20240412,19:03:51,97.6
20240412,19:03:52,91.3
20240412,19:03:52,96.6
20240412,19:03:53,95.9
20240412,19:03:53,92.9
20240412,19:03:54,94.9
20240412,19:03:54,92.9
